make,model,variant,year,mileage_km,inspection_score,engine_cc,fuel_type,transmission,body_type,city,ownership_count,service_history,accident_history,price,synthetic_data_only
Honda,City,1.5 Aspire,2013,222625,9.3,1500,Petrol,Automatic,Sedan,Islamabad,1,full,minor,2350056,True
Hyundai,Elantra,Ultimate,2017,149076,6.7,2000,Petrol,Automatic,Sedan,Rawalpindi,1,unknown,none,3353450,True
Suzuki,Swift,GLX CVT,2016,216293,7.5,1200,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,2485947,True
Hyundai,Elantra,GLS,2014,177928,8.2,2000,Hybrid,Automatic,Sedan,Karachi,3,partial,none,3689461,True
Suzuki,Swift,DLX,2020,85338,8.2,1200,Hybrid,Manual,Hatchback,Rawalpindi,1,full,minor,4327560,True
Hyundai,Elantra,GLS,2024,25279,8.7,2000,Diesel,Automatic,Sedan,Rawalpindi,1,partial,none,6606355,True
Honda,Civic,VTi,2024,26147,10.0,1800,Petrol,Automatic,Sedan,Faisalabad,1,full,none,6860285,True
Suzuki,Alto,VXR,2014,210646,7.2,660,Petrol,Automatic,Hatchback,Islamabad,1,full,none,1123251,True
Suzuki,Alto,VXR,2016,138485,7.3,660,Petrol,Automatic,Hatchback,Lahore,2,partial,none,2504636,True
Suzuki,Swift,GLX CVT,2013,265792,6.7,1200,Petrol,Manual,Hatchback,Islamabad,1,full,none,450000,True
Toyota,Corolla,XLi,2020,110099,8.6,1800,Hybrid,Automatic,Sedan,Faisalabad,3,partial,minor,4157564,True
Toyota,Corolla,XLi,2019,145884,6.7,1800,Petrol,Automatic,Sedan,Faisalabad,2,unknown,none,3809381,True
Toyota,Corolla,XLi,2025,8570,6.1,1800,Petrol,Manual,Sedan,Karachi,1,partial,none,5863201,True
Honda,Civic,VTi,2024,37888,6.9,1800,Petrol,Automatic,Sedan,Karachi,1,partial,minor,5493883,True
Kia,Sportage,AWD,2015,204674,8.8,2000,Petrol,Automatic,SUV,Islamabad,3,full,none,3507115,True
Kia,Sportage,Alpha,2025,4727,7.6,2000,Petrol,Manual,SUV,Islamabad,1,partial,none,7022722,True
Honda,City,1.5 Aspire,2023,37602,7.1,1500,Diesel,Manual,Sedan,Islamabad,4,full,none,5315755,True
Hyundai,Elantra,GLS,2019,110404,7.9,2000,Petrol,Manual,Sedan,Islamabad,1,full,none,4114348,True
Hyundai,Elantra,Ultimate,2016,198939,7.7,2000,Hybrid,Automatic,Sedan,Rawalpindi,3,full,none,2970597,True
Kia,Sportage,Alpha,2014,200037,6.3,2000,Diesel,Automatic,SUV,Lahore,1,unknown,none,2925364,True
Hyundai,Elantra,GLS,2025,0,8.4,2000,Petrol,Automatic,Sedan,Faisalabad,1,partial,none,6602569,True
Hyundai,Tucson,AWD,2014,219702,7.9,2000,Petrol,Automatic,SUV,Lahore,1,partial,minor,2789886,True
Toyota,Corolla,GLi,2021,85540,7.2,1800,Petrol,Manual,Sedan,Karachi,2,full,none,4668296,True
Kia,Picanto,AT,2024,56342,8.8,1000,Diesel,Manual,Hatchback,Rawalpindi,3,full,none,5004114,True
Hyundai,Tucson,FWD,2012,263716,9.4,2000,Petrol,Automatic,SUV,Lahore,1,full,minor,2619841,True
Kia,Picanto,AT,2020,125121,8.7,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,full,major,3420888,True
Toyota,Corolla,XLi,2025,0,9.4,1800,Petrol,Automatic,Sedan,Islamabad,1,full,major,6668739,True
Honda,City,1.2LS,2023,58678,8.7,1500,Petrol,Manual,Sedan,Islamabad,1,partial,none,5516949,True
Hyundai,Tucson,FWD,2023,50251,7.8,2000,Petrol,Automatic,SUV,Islamabad,2,partial,none,6239423,True
Suzuki,Alto,VXL AGS,2016,198248,7.0,660,Petrol,Automatic,Hatchback,Karachi,3,full,none,2414394,True
Kia,Picanto,MT,2021,89646,7.3,1000,Hybrid,Manual,Hatchback,Islamabad,1,partial,none,4368260,True
Suzuki,Swift,GLX CVT,2022,77886,7.0,1200,Petrol,Automatic,Hatchback,Rawalpindi,2,full,minor,4328949,True
Kia,Sportage,AWD,2019,136623,10.0,2000,Petrol,Automatic,SUV,Faisalabad,3,unknown,minor,4389917,True
Honda,City,1.5 Aspire,2014,209742,7.9,1500,Petrol,Automatic,Sedan,Rawalpindi,1,partial,none,2750691,True
Hyundai,Tucson,AWD,2022,86612,9.3,2000,Petrol,Manual,SUV,Lahore,1,full,minor,5767979,True
Toyota,Corolla,XLi,2016,172926,8.4,1800,Hybrid,Automatic,Sedan,Lahore,2,full,minor,3269630,True
Toyota,Corolla,GLi,2021,88062,8.2,1800,Diesel,Automatic,Sedan,Karachi,1,partial,minor,4984146,True
Toyota,Yaris,ATIV X,2013,224855,7.8,1500,Hybrid,Manual,Sedan,Faisalabad,2,partial,minor,1203583,True
Honda,Civic,VTi,2014,219224,8.7,1800,Petrol,Automatic,Sedan,Karachi,1,full,major,2144359,True
Suzuki,Alto,VXR,2019,138568,7.3,660,Petrol,Automatic,Hatchback,Faisalabad,1,partial,minor,2940103,True
Honda,City,1.5 Aspire,2016,162038,6.4,1500,Hybrid,Automatic,Sedan,Faisalabad,3,unknown,none,2094839,True
Suzuki,Swift,DLX,2025,48976,7.8,1200,Hybrid,Manual,Hatchback,Rawalpindi,2,unknown,minor,5217855,True
Toyota,Yaris,GLI CVT,2025,21853,6.4,1500,Petrol,Automatic,Sedan,Islamabad,2,unknown,minor,5484003,True
Suzuki,Swift,GLX CVT,2019,105723,7.1,1200,Petrol,Manual,Hatchback,Rawalpindi,2,full,none,3260636,True
Suzuki,Alto,VX,2014,216070,9.7,660,Petrol,Automatic,Hatchback,Lahore,3,partial,minor,1542373,True
Suzuki,Alto,VXL AGS,2021,93976,8.8,660,Petrol,Automatic,Hatchback,Lahore,1,full,minor,3959749,True
Toyota,Corolla,Altis,2022,62109,7.2,1800,Petrol,Automatic,Sedan,Islamabad,2,full,none,5369269,True
Suzuki,Alto,VXL AGS,2013,241758,9.3,660,Petrol,Automatic,Hatchback,Rawalpindi,1,partial,none,931521,True
Suzuki,Swift,GLX CVT,2018,168240,9.5,1200,Petrol,Automatic,Hatchback,Islamabad,2,full,none,3639541,True
Honda,City,1.2LS,2017,170845,6.3,1500,Petrol,Automatic,Sedan,Islamabad,4,full,none,2752086,True
Hyundai,Tucson,FWD,2013,228484,7.7,2000,Diesel,Automatic,SUV,Islamabad,4,unknown,major,1849482,True
Suzuki,Swift,GLX CVT,2018,138506,7.5,1200,Hybrid,Manual,Hatchback,Lahore,1,full,major,2694953,True
Honda,Civic,Oriel,2023,44227,7.7,1800,Petrol,Manual,Sedan,Lahore,1,unknown,none,5221750,True
Suzuki,Swift,GLX CVT,2018,160528,8.6,1200,Diesel,Automatic,Hatchback,Lahore,2,unknown,none,3245485,True
Honda,Civic,VTi,2015,206275,9.0,1800,Petrol,Automatic,Sedan,Karachi,4,unknown,none,2655624,True
Hyundai,Elantra,GLS,2013,213940,7.3,2000,Petrol,Automatic,Sedan,Faisalabad,3,partial,none,2335105,True
Toyota,Corolla,GLi,2013,234510,9.2,1800,Petrol,Manual,Sedan,Islamabad,2,partial,none,2166119,True
Honda,Civic,VTi,2019,115655,8.7,1800,Petrol,Automatic,Sedan,Faisalabad,2,full,none,4186448,True
Hyundai,Tucson,FWD,2015,219144,6.2,2000,Petrol,Automatic,SUV,Karachi,2,partial,none,3083267,True
Hyundai,Elantra,GLS,2025,48840,8.1,2000,Petrol,Automatic,Sedan,Lahore,1,full,none,6477096,True
Suzuki,Alto,VXR,2022,86180,8.5,660,Petrol,Automatic,Hatchback,Rawalpindi,1,partial,none,4411317,True
Hyundai,Tucson,FWD,2012,228969,4.6,2000,Petrol,Automatic,SUV,Lahore,3,full,none,2232176,True
Hyundai,Tucson,FWD,2024,25890,7.9,2000,Petrol,Automatic,SUV,Lahore,2,full,none,6996775,True
Hyundai,Tucson,FWD,2019,128401,7.0,2000,Petrol,Manual,SUV,Karachi,2,full,minor,4221541,True
Honda,City,1.2LS,2013,209700,8.7,1500,Petrol,Automatic,Sedan,Rawalpindi,2,full,major,1328853,True
Kia,Picanto,MT,2018,154631,7.7,1000,Petrol,Manual,Hatchback,Rawalpindi,1,full,none,2758716,True
Hyundai,Tucson,AWD,2023,41303,6.2,2000,Petrol,Manual,SUV,Lahore,1,full,minor,5850399,True
Hyundai,Elantra,GLS,2018,147884,9.1,2000,Petrol,Manual,Sedan,Rawalpindi,1,full,none,3541213,True
Hyundai,Tucson,AWD,2012,267198,6.6,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,none,1939481,True
Kia,Picanto,MT,2019,121504,6.6,1000,Petrol,Automatic,Hatchback,Rawalpindi,1,full,none,3500042,True
Kia,Sportage,FWD,2022,54317,8.5,2000,Petrol,Automatic,SUV,Islamabad,1,full,none,6268139,True
Kia,Sportage,AWD,2022,75712,6.9,2000,Hybrid,Automatic,SUV,Lahore,3,partial,none,6088619,True
Suzuki,Swift,DLX,2021,97325,9.6,1200,Petrol,Automatic,Hatchback,Lahore,1,partial,none,4928400,True
Honda,Civic,VTi,2017,161400,8.6,1800,Petrol,Automatic,Sedan,Faisalabad,1,full,none,3480797,True
Toyota,Corolla,GLi,2016,211529,7.7,1800,Petrol,Automatic,Sedan,Faisalabad,1,full,none,2663016,True
Hyundai,Tucson,FWD,2013,209348,8.1,2000,Hybrid,Manual,SUV,Faisalabad,1,full,none,2517791,True
Suzuki,Alto,VXL AGS,2016,172075,5.8,660,Petrol,Automatic,Hatchback,Lahore,2,full,none,1506485,True
Toyota,Corolla,GLi,2017,168966,7.6,1800,Petrol,Automatic,Sedan,Rawalpindi,1,partial,none,3192719,True
Hyundai,Elantra,GLS,2024,0,9.0,2000,Hybrid,Automatic,Sedan,Faisalabad,2,full,none,7274104,True
Toyota,Corolla,GLi,2017,164037,6.1,1800,Petrol,Automatic,Sedan,Karachi,2,partial,minor,3347874,True
Kia,Picanto,AT,2018,165065,6.6,1000,Hybrid,Automatic,Hatchback,Islamabad,3,full,none,3186347,True
Hyundai,Elantra,Ultimate,2023,40607,6.6,2000,Petrol,Automatic,Sedan,Islamabad,1,full,none,6009354,True
Honda,City,1.2LS,2013,218467,7.7,1500,Petrol,Automatic,Sedan,Karachi,1,partial,none,2272743,True
Kia,Sportage,AWD,2012,223348,8.3,2000,Petrol,Manual,SUV,Karachi,1,partial,none,2601493,True
Honda,Civic,Oriel,2016,173207,9.9,1800,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,3572078,True
Toyota,Corolla,Altis,2018,128710,8.0,1800,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,4116300,True
Kia,Picanto,AT,2021,71110,7.8,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,4346174,True
Kia,Sportage,AWD,2015,199903,7.5,2000,Petrol,Automatic,SUV,Karachi,2,full,none,3303847,True
Toyota,Corolla,XLi,2017,156101,8.9,1800,Petrol,Manual,Sedan,Lahore,1,partial,none,3322404,True
Hyundai,Elantra,GLS,2020,99947,6.4,2000,Petrol,Automatic,Sedan,Faisalabad,1,full,none,4569540,True
Kia,Sportage,Alpha,2020,88050,6.3,2000,Petrol,Manual,SUV,Islamabad,1,partial,none,5131637,True
Toyota,Yaris,ATIV X,2022,62393,8.4,1500,Petrol,Automatic,Sedan,Islamabad,2,full,none,5543916,True
Kia,Sportage,AWD,2020,115603,9.1,2000,Hybrid,Manual,SUV,Faisalabad,1,full,minor,5454494,True
Hyundai,Elantra,Ultimate,2018,107815,6.6,2000,Diesel,Manual,Sedan,Lahore,1,unknown,none,3925548,True
Toyota,Corolla,Altis,2014,213481,8.5,1800,Petrol,Manual,Sedan,Rawalpindi,2,full,major,2094247,True
Toyota,Yaris,GLI CVT,2018,129258,8.5,1500,Diesel,Automatic,Sedan,Karachi,1,partial,none,4017020,True
Kia,Picanto,MT,2016,198684,8.3,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,unknown,none,2058912,True
Kia,Sportage,FWD,2021,85707,7.4,2000,Petrol,Manual,SUV,Lahore,1,unknown,minor,5112098,True
Hyundai,Tucson,FWD,2012,269592,5.0,2000,Petrol,Automatic,SUV,Lahore,1,unknown,none,1372547,True
Suzuki,Alto,VXL AGS,2025,3105,7.4,660,Petrol,Automatic,Hatchback,Islamabad,1,partial,minor,5515784,True
Suzuki,Swift,DLX,2021,57617,7.7,1200,Hybrid,Automatic,Hatchback,Islamabad,4,partial,none,4753684,True
Kia,Picanto,MT,2023,65146,9.6,1000,Petrol,Manual,Hatchback,Karachi,2,full,minor,5145580,True
Hyundai,Elantra,GLS,2020,141362,8.2,2000,Petrol,Automatic,Sedan,Islamabad,4,full,none,4549529,True
Toyota,Corolla,GLi,2017,134125,9.0,1800,Petrol,Manual,Sedan,Islamabad,2,partial,none,3479556,True
Suzuki,Alto,VX,2019,130825,7.7,660,Petrol,Automatic,Hatchback,Faisalabad,1,full,minor,3325571,True
Hyundai,Elantra,GLS,2022,54965,7.7,2000,Petrol,Manual,Sedan,Faisalabad,1,full,none,5187013,True
Honda,City,1.2LS,2025,0,4.4,1500,Petrol,Automatic,Sedan,Islamabad,2,unknown,none,5458113,True
Suzuki,Swift,GLX CVT,2016,156902,8.8,1200,Petrol,Automatic,Hatchback,Karachi,3,full,none,3174665,True
Hyundai,Tucson,FWD,2018,146536,8.3,2000,Petrol,Manual,SUV,Lahore,4,full,none,4470441,True
Toyota,Corolla,GLi,2018,157342,8.4,1800,Petrol,Manual,Sedan,Islamabad,1,full,major,2819989,True
Suzuki,Alto,VX,2024,20351,7.0,660,Petrol,Automatic,Hatchback,Karachi,1,full,none,5383004,True
Honda,Civic,Oriel,2012,246604,7.3,1800,Petrol,Automatic,Sedan,Faisalabad,1,partial,none,1521891,True
Hyundai,Elantra,GLS,2019,102100,9.2,2000,Hybrid,Automatic,Sedan,Islamabad,2,partial,none,5067245,True
Toyota,Corolla,Altis,2024,31488,9.2,1800,Petrol,Automatic,Sedan,Islamabad,1,partial,none,6241360,True
Toyota,Corolla,XLi,2016,161378,7.1,1800,Petrol,Automatic,Sedan,Faisalabad,3,partial,none,2960221,True
Toyota,Corolla,XLi,2015,212409,5.5,1800,Hybrid,Automatic,Sedan,Lahore,4,partial,none,2587839,True
Honda,City,1.5 Aspire,2021,77544,5.6,1500,Petrol,Manual,Sedan,Islamabad,1,full,none,4335134,True
Toyota,Corolla,Altis,2015,201319,7.0,1800,Petrol,Automatic,Sedan,Islamabad,3,full,none,2188083,True
Toyota,Yaris,GLI CVT,2013,219641,9.0,1500,Petrol,Automatic,Sedan,Faisalabad,3,full,major,1818835,True
Suzuki,Alto,VXR,2025,30364,7.1,660,Petrol,Automatic,Hatchback,Karachi,1,partial,none,5274292,True
Toyota,Yaris,GLI CVT,2016,163358,8.1,1500,Petrol,Manual,Sedan,Faisalabad,4,unknown,minor,2042488,True
Honda,Civic,VTi,2020,112014,7.0,1800,Petrol,Automatic,Sedan,Lahore,3,partial,none,4091911,True
Suzuki,Alto,VXR,2015,228296,8.5,660,Hybrid,Automatic,Hatchback,Faisalabad,3,full,none,1878953,True
Kia,Picanto,AT,2019,120357,7.1,1000,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,3526998,True
Kia,Sportage,Alpha,2015,213592,7.0,2000,Petrol,Manual,SUV,Rawalpindi,3,partial,major,2209643,True
Toyota,Yaris,ATIV X,2020,104980,6.9,1500,Petrol,Automatic,Sedan,Rawalpindi,1,full,none,4439086,True
Suzuki,Swift,DLX,2014,202794,8.1,1200,Petrol,Automatic,Hatchback,Islamabad,3,full,none,1798223,True
Toyota,Yaris,GLI CVT,2020,104354,8.0,1500,Petrol,Manual,Sedan,Islamabad,1,partial,none,4201249,True
Kia,Picanto,MT,2024,25765,9.9,1000,Hybrid,Automatic,Hatchback,Rawalpindi,3,partial,none,6382854,True
Hyundai,Elantra,GLS,2023,51018,7.8,2000,Petrol,Automatic,Sedan,Rawalpindi,2,full,minor,5542378,True
Honda,City,1.5 Aspire,2015,165339,8.7,1500,Petrol,Manual,Sedan,Lahore,1,partial,none,2658302,True
Hyundai,Tucson,AWD,2017,172184,6.5,2000,Petrol,Manual,SUV,Islamabad,2,partial,minor,3188730,True
Hyundai,Tucson,FWD,2018,160384,8.3,2000,Petrol,Manual,SUV,Rawalpindi,2,full,none,4199879,True
Kia,Picanto,MT,2014,246266,8.6,1000,Petrol,Manual,Hatchback,Islamabad,2,full,none,1712577,True
Honda,City,1.5 Aspire,2018,148809,8.3,1500,Petrol,Automatic,Sedan,Karachi,1,unknown,none,3252910,True
Hyundai,Elantra,Ultimate,2021,120907,8.4,2000,Petrol,Manual,Sedan,Lahore,1,partial,none,5053114,True
Suzuki,Swift,GLX CVT,2019,99872,6.9,1200,Petrol,Automatic,Hatchback,Rawalpindi,1,partial,minor,3751698,True
Hyundai,Elantra,GLS,2021,58612,7.7,2000,Hybrid,Manual,Sedan,Faisalabad,1,partial,none,5119342,True
Honda,City,1.5 Aspire,2022,96091,6.9,1500,Petrol,Manual,Sedan,Rawalpindi,1,partial,none,4521581,True
Suzuki,Swift,GLX CVT,2014,194684,7.8,1200,Petrol,Manual,Hatchback,Rawalpindi,1,partial,minor,1922058,True
Toyota,Yaris,GLI CVT,2023,67899,7.3,1500,Petrol,Automatic,Sedan,Karachi,1,partial,minor,5012760,True
Honda,Civic,VTi,2021,92658,8.6,1800,Petrol,Automatic,Sedan,Karachi,2,full,none,5223439,True
Honda,Civic,RS,2012,269334,6.9,1800,Petrol,Manual,Sedan,Faisalabad,2,partial,minor,827087,True
Toyota,Corolla,GLi,2024,41514,8.1,1800,Hybrid,Manual,Sedan,Karachi,1,unknown,none,6237421,True
Toyota,Corolla,XLi,2024,49589,6.3,1800,Petrol,Manual,Sedan,Faisalabad,1,full,none,5538973,True
Hyundai,Elantra,GLS,2015,219674,8.6,2000,Petrol,Automatic,Sedan,Karachi,1,full,none,2666838,True
Kia,Picanto,MT,2013,247929,7.0,1000,Petrol,Automatic,Hatchback,Karachi,2,partial,major,450000,True
Suzuki,Swift,DLX,2017,170030,8.7,1200,Petrol,Automatic,Hatchback,Rawalpindi,1,full,minor,3224075,True
Kia,Sportage,AWD,2021,89171,7.6,2000,Petrol,Automatic,SUV,Karachi,1,partial,minor,5512512,True
Suzuki,Alto,VX,2018,150411,7.9,660,Hybrid,Automatic,Hatchback,Rawalpindi,2,full,none,3161893,True
Toyota,Yaris,ATIV X,2024,70488,8.1,1500,Petrol,Manual,Sedan,Faisalabad,1,unknown,major,4523161,True
Hyundai,Tucson,FWD,2019,113951,7.5,2000,Petrol,Automatic,SUV,Karachi,2,full,none,5182163,True
Kia,Sportage,Alpha,2020,133504,8.7,2000,Petrol,Automatic,SUV,Lahore,1,partial,none,5239631,True
Hyundai,Elantra,Ultimate,2018,141568,6.8,2000,Petrol,Automatic,Sedan,Rawalpindi,2,partial,minor,3928043,True
Hyundai,Tucson,FWD,2024,48657,7.2,2000,Petrol,Automatic,SUV,Lahore,1,full,none,6584792,True
Honda,City,1.2LS,2014,211701,7.9,1500,Hybrid,Automatic,Sedan,Islamabad,1,unknown,major,1442756,True
Suzuki,Swift,GLX CVT,2016,164836,6.6,1200,Petrol,Manual,Hatchback,Karachi,1,partial,none,2370284,True
Suzuki,Swift,GLX CVT,2023,93764,8.9,1200,Petrol,Manual,Hatchback,Rawalpindi,1,partial,none,4755887,True
Honda,City,1.5 Aspire,2022,80157,8.5,1500,Petrol,Automatic,Sedan,Lahore,1,partial,none,4887829,True
Toyota,Corolla,GLi,2014,230336,8.2,1800,Petrol,Automatic,Sedan,Rawalpindi,2,partial,minor,1419549,True
Toyota,Corolla,Altis,2021,92760,6.7,1800,Petrol,Automatic,Sedan,Rawalpindi,2,full,none,4864182,True
Hyundai,Tucson,AWD,2023,71743,7.1,2000,Petrol,Manual,SUV,Rawalpindi,1,unknown,none,5616156,True
Honda,Civic,VTi,2023,66459,9.6,1800,Petrol,Automatic,Sedan,Rawalpindi,1,unknown,none,5806187,True
Toyota,Yaris,GLI CVT,2017,165662,8.7,1500,Petrol,Automatic,Sedan,Karachi,1,partial,none,3405392,True
Toyota,Corolla,XLi,2020,112534,6.7,1800,Petrol,Automatic,Sedan,Islamabad,3,full,none,4116106,True
Suzuki,Alto,VXR,2022,99449,6.5,660,Diesel,Automatic,Hatchback,Karachi,1,unknown,none,3903173,True
Honda,Civic,RS,2013,243909,7.1,1800,Petrol,Automatic,Sedan,Islamabad,1,partial,minor,1588007,True
Suzuki,Alto,VXL AGS,2017,160795,10.0,660,Petrol,Automatic,Hatchback,Lahore,2,full,none,3202831,True
Hyundai,Tucson,FWD,2023,35556,8.9,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,6831693,True
Kia,Picanto,MT,2019,143699,9.1,1000,Petrol,Manual,Hatchback,Lahore,2,partial,none,3397626,True
Toyota,Corolla,GLi,2018,145299,7.0,1800,Petrol,Automatic,Sedan,Karachi,2,unknown,none,3527131,True
Honda,Civic,RS,2017,146465,6.4,1800,Petrol,Automatic,Sedan,Faisalabad,4,full,none,3405612,True
Suzuki,Alto,VX,2013,221051,9.2,660,Petrol,Automatic,Hatchback,Faisalabad,1,unknown,major,823729,True
Kia,Sportage,FWD,2018,144067,7.3,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,4712419,True
Hyundai,Tucson,FWD,2025,50113,7.0,2000,Petrol,Automatic,SUV,Faisalabad,1,partial,minor,6392591,True
Kia,Sportage,FWD,2025,21385,7.4,2000,Hybrid,Automatic,SUV,Rawalpindi,1,partial,none,7088684,True
Honda,Civic,VTi,2025,104,7.9,1800,Diesel,Automatic,Sedan,Lahore,4,full,none,6804763,True
Hyundai,Elantra,Ultimate,2016,178156,7.5,2000,Hybrid,Automatic,Sedan,Lahore,1,partial,minor,3626676,True
Suzuki,Swift,DLX,2021,108030,9.2,1200,Petrol,Manual,Hatchback,Lahore,3,full,none,4404843,True
Honda,City,1.5 Aspire,2022,65441,9.3,1500,Petrol,Automatic,Sedan,Lahore,3,full,none,5228075,True
Hyundai,Elantra,Ultimate,2015,211059,8.0,2000,Petrol,Automatic,Sedan,Lahore,2,full,none,2350468,True
Hyundai,Tucson,AWD,2017,135799,8.4,2000,Petrol,Automatic,SUV,Faisalabad,1,partial,major,3954827,True
Toyota,Corolla,GLi,2019,154037,7.8,1800,Petrol,Manual,Sedan,Islamabad,1,unknown,minor,3730698,True
Kia,Picanto,MT,2020,104681,8.6,1000,Hybrid,Automatic,Hatchback,Lahore,4,unknown,none,3893879,True
Honda,Civic,RS,2019,128878,7.2,1800,Petrol,Manual,Sedan,Lahore,1,full,minor,4121431,True
Kia,Sportage,FWD,2022,82700,8.8,2000,Diesel,Automatic,SUV,Islamabad,2,full,none,6190386,True
Kia,Picanto,MT,2023,81079,9.1,1000,Petrol,Manual,Hatchback,Islamabad,3,full,none,4717877,True
Kia,Picanto,MT,2020,100088,7.8,1000,Hybrid,Automatic,Hatchback,Karachi,3,partial,major,3977988,True
Honda,Civic,RS,2023,50900,9.5,1800,Petrol,Automatic,Sedan,Faisalabad,2,partial,none,6166945,True
Hyundai,Tucson,FWD,2021,136236,7.8,2000,Petrol,Automatic,SUV,Rawalpindi,1,partial,none,5356164,True
Suzuki,Alto,VX,2016,197482,7.9,660,Diesel,Automatic,Hatchback,Karachi,2,full,none,1674747,True
Toyota,Yaris,ATIV X,2020,90714,7.7,1500,Petrol,Manual,Sedan,Rawalpindi,1,partial,none,4225019,True
Kia,Picanto,AT,2021,91729,7.9,1000,Petrol,Manual,Hatchback,Lahore,1,partial,none,3856545,True
Honda,City,1.5 Aspire,2014,202720,6.8,1500,Petrol,Manual,Sedan,Rawalpindi,2,partial,major,1557948,True
Toyota,Yaris,ATIV X,2024,32995,8.3,1500,Petrol,Automatic,Sedan,Karachi,1,full,minor,5664424,True
Hyundai,Elantra,Ultimate,2019,127646,3.6,2000,Hybrid,Automatic,Sedan,Rawalpindi,1,full,minor,3899259,True
Hyundai,Tucson,FWD,2023,32550,5.5,2000,Diesel,Automatic,SUV,Faisalabad,1,full,none,6184621,True
Honda,Civic,Oriel,2025,0,8.5,1800,Petrol,Automatic,Sedan,Lahore,1,full,minor,6778661,True
Kia,Sportage,FWD,2016,165962,7.9,2000,Petrol,Automatic,SUV,Rawalpindi,1,full,major,3387348,True
Hyundai,Tucson,FWD,2017,157702,9.1,2000,Petrol,Manual,SUV,Islamabad,3,full,none,4543878,True
Hyundai,Elantra,GLS,2020,97642,7.7,2000,Petrol,Automatic,Sedan,Lahore,2,full,none,4684189,True
Kia,Picanto,MT,2019,154577,7.1,1000,Petrol,Automatic,Hatchback,Karachi,1,unknown,none,3194387,True
Toyota,Corolla,GLi,2018,142522,5.2,1800,Petrol,Manual,Sedan,Rawalpindi,4,unknown,none,2490368,True
Honda,City,1.5 Aspire,2020,108758,7.5,1500,Hybrid,Manual,Sedan,Karachi,2,full,none,4487228,True
Honda,Civic,RS,2025,0,10.0,1800,Petrol,Automatic,Sedan,Islamabad,1,full,none,7208710,True
Suzuki,Alto,VXR,2023,42520,7.8,660,Petrol,Automatic,Hatchback,Karachi,2,full,none,5147304,True
Kia,Sportage,Alpha,2013,237393,8.0,2000,Diesel,Automatic,SUV,Rawalpindi,1,full,minor,2611127,True
Honda,Civic,Oriel,2018,139634,6.4,1800,Petrol,Manual,Sedan,Islamabad,1,unknown,minor,3335333,True
Toyota,Corolla,XLi,2012,280165,8.4,1800,Petrol,Automatic,Sedan,Faisalabad,1,full,major,1133035,True
Toyota,Corolla,GLi,2017,169656,7.7,1800,Petrol,Automatic,Sedan,Islamabad,1,full,none,3742922,True
Toyota,Corolla,Altis,2023,49819,7.6,1800,Diesel,Automatic,Sedan,Lahore,1,full,none,5713906,True
Hyundai,Elantra,GLS,2012,241631,8.7,2000,Petrol,Automatic,Sedan,Faisalabad,4,unknown,none,1419234,True
Hyundai,Elantra,Ultimate,2018,100067,7.4,2000,Hybrid,Manual,Sedan,Islamabad,2,full,none,4497402,True
Hyundai,Tucson,FWD,2014,189376,6.5,2000,Petrol,Automatic,SUV,Faisalabad,1,full,none,3379857,True
Toyota,Yaris,ATIV X,2016,189059,7.0,1500,Petrol,Manual,Sedan,Lahore,1,full,none,3107055,True
Suzuki,Alto,VXL AGS,2015,170477,8.6,660,Petrol,Automatic,Hatchback,Faisalabad,4,full,major,1226836,True
Suzuki,Alto,VXR,2021,75448,10.0,660,Petrol,Manual,Hatchback,Islamabad,1,unknown,none,3902197,True
Kia,Sportage,AWD,2023,42370,6.7,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,5830783,True
Kia,Picanto,MT,2019,129320,9.7,1000,Petrol,Automatic,Hatchback,Karachi,1,full,minor,3820228,True
Honda,City,1.2LS,2016,161719,8.2,1500,Petrol,Automatic,Sedan,Karachi,1,full,none,3254594,True
Hyundai,Elantra,GLS,2023,54007,7.6,2000,Petrol,Automatic,Sedan,Karachi,3,partial,none,5749723,True
Honda,Civic,VTi,2024,43520,9.3,1800,Petrol,Automatic,Sedan,Lahore,1,partial,minor,6195680,True
Suzuki,Swift,GLX CVT,2014,216876,9.3,1200,Petrol,Automatic,Hatchback,Karachi,3,full,none,2150330,True
Honda,Civic,VTi,2018,135478,7.0,1800,Petrol,Automatic,Sedan,Rawalpindi,2,partial,minor,3543889,True
Toyota,Corolla,XLi,2016,164458,9.1,1800,Petrol,Automatic,Sedan,Karachi,3,partial,none,3186318,True
Honda,City,1.5 Aspire,2017,146094,8.5,1500,Petrol,Automatic,Sedan,Islamabad,3,partial,none,3736981,True
Honda,Civic,Oriel,2014,193759,9.0,1800,Hybrid,Automatic,Sedan,Karachi,1,full,minor,3395409,True
